Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,SKC300S37A/180G,Kingston,SSDNow KC300 180GB,642,68,368,https://ssd.userbenchmark.com/SpeedTest/5528/KINGSTON-SKC300S37A180G
SSD,VTX3-25SAT3-120G,OCZ,Vertex 3 120GB,643,68,17050,https://ssd.userbenchmark.com/OCZ-Vertex-3-120GB/Rating/1927
SSD,MZ-7TD250BW,Samsung,840 250GB,644,68,26712,https://ssd.userbenchmark.com/Samsung-840-250GB/Rating/1510
SSD,,,HFS128G3AMNB-2200A 128GB,645,67.9,1354,https://ssd.userbenchmark.com/SpeedTest/5987/HFS128G3AMNB-2200A
SSD,SH100S3/120G,Kingston,HyperX 120GB,646,67.9,2113,https://ssd.userbenchmark.com/SpeedTest/1716/KINGSTON-SH100S3120G
SSD,VTX4-25SAT3-64G,OCZ,Vertex 4 64GB,647,67.9,433,https://ssd.userbenchmark.com/SpeedTest/1650/OCZ-VERT-OCZ-VERTEX4
SSD,SMS200S3/120G,Kingston,SSDNow mS200 mSATA 120GB,648,67.8,631,https://ssd.userbenchmark.com/SpeedTest/536/KINGSTON-SMS200S3120G
SSD,ASP920SS3-128GM-C,Adata,Premier Pro SP920 128GB,649,67.8,2057,https://ssd.userbenchmark.com/SpeedTest/10618/ADATA-SP920SS
SSD,,Liteonit,LMT-19nmBGA-128G 128GB,650,67.8,288,https://ssd.userbenchmark.com/SpeedTest/4185/LITEONIT-LMT-19nmBGA-128G
SSD,SSDSC2CT180A3,Intel,330 Series 180GB,651,67.8,2589,https://ssd.userbenchmark.com/SpeedTest/261/INTEL-SSDSC2CT180A3
SSD,,Adata,S510 120GB,652,67.6,668,https://ssd.userbenchmark.com/SpeedTest/1908/ADATA-SSD-S510-120GB
SSD,SSDSC2BF240A5L,Intel,SSD Pro 2500 Series 240GB,653,67.5,1355,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,SSDSC2BF240H501,Intel,SSD Pro 2500 Series 240GB,653,67.5,1355,https://ssd.userbenchmark.com/SpeedTest/21454/INTEL-SSDSC2BF240A5L
SSD,,Toshiba,THNSNF128GCSS 128GB,654,67.4,1083,https://ssd.userbenchmark.com/SpeedTest/5540/TOSHIBA-THNSNF128GCSS
SSD,ASX900S3-128GM-C,Adata,XPG SX900 128GB,655,67.4,4905,https://ssd.userbenchmark.com/Adata-XPG-SX900-128GB/Rating/3491
SSD,,Liteonit,LCT-128M3S 128GB,656,67.4,1486,https://ssd.userbenchmark.com/SpeedTest/4678/LITEONIT-LCT-128M3S
SSD,ASU650SS-480GT-C,Adata,SU650 480GB,657,67.3,7794,https://ssd.userbenchmark.com/SpeedTest/434166/ADATA-SU650
SSD,TRN100-25SAT3-240G,OCZ,Trion 100 240GB,658,67.3,6611,https://ssd.userbenchmark.com/OCZ-Trion-100-240GB/Rating/3501
SSD,SDSSDX-120G-G25,SanDisk,Extreme 120GB,659,67.2,7783,https://ssd.userbenchmark.com/SpeedTest/1102/SanDisk-SDSSDX120GG25
SSD,,Samsung,PM830 512GB,660,67.2,435,https://ssd.userbenchmark.com/SpeedTest/2045/SAMSUNG-SSD-PM830-25--7
SSD,SSDSC2BW120A401,Intel,530 Series 120GB,661,67.1,6840,https://ssd.userbenchmark.com/Intel-530-Series-120GB/Rating/1934
SSD,,Samsung,PM851 mSATA 512GB,662,67.1,734,https://ssd.userbenchmark.com/SpeedTest/8717/SAMSUNG-SSD-PM851-mSATA-512GB
SSD,SSDSC2CT120A3,Intel,330 Series 120GB,663,67,8513,https://ssd.userbenchmark.com/Intel-330-Series-120GB/Rating/1933
SSD,,PNY,SSD2SC240G5LC726B104-298 240GB,664,67,124,https://ssd.userbenchmark.com/SpeedTest/10419/SSD2SC240G5LC726B104-298
SSD,,Samsung,PM851 mSATA 256GB,665,66.8,4122,https://ssd.userbenchmark.com/SpeedTest/8695/SAMSUNG-SSD-PM851-mSATA-256GB
SSD,SVP200S37A60G,Kingston,SSDNow V+200 Series 60GB,666,66.6,127,https://ssd.userbenchmark.com/SpeedTest/10560/KINGSTON-SVP200S37A60G
SSD,SM2280S3/120G,Kingston,SM2280S3 SATA M.2 120GB,667,66.5,1382,https://ssd.userbenchmark.com/SpeedTest/14411/KINGSTON-SM2280S3120G
SSD,CT512M4SSD2,Crucial,M4 512GB,668,66.5,2717,https://ssd.userbenchmark.com/SpeedTest/144/M4-CT512M4SSD2
SSD,ASU650SS-240GT-C,Adata,SU650 240GB,669,66.4,20821,https://ssd.userbenchmark.com/SpeedTest/351933/ADATA-SU650
SSD,PW120GS25SSDR,Patriot,Wildfire 120GB,670,66.3,228,https://ssd.userbenchmark.com/Patriot-Wildfire-120GB/Rating/2235
SSD,CSSD-F240GBLS,Corsair,Force LS 240GB,671,66.2,3036,https://ssd.userbenchmark.com/Corsair-Force-LS-240GB/Rating/3340
SSD,ASP900S3-128GM-C,Adata,Premier Pro SP900 128GB,672,66,2367,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP900-128GB/Rating/1930
SSD,TS128GMTS400,Transcend,MTS400 M.2 128GB,673,66,544,https://ssd.userbenchmark.com/SpeedTest/12551/TS128GMTS400
SSD,MKNSSDCR120GB-DX,Mushkin,Chronos Deluxe 120GB,674,65.9,294,https://ssd.userbenchmark.com/SpeedTest/4583/MKNSSDCR120GB-DX
SSD,MZ7PC256HAFU,Samsung,PM830 256GB,675,65.8,1349,https://ssd.userbenchmark.com/SpeedTest/5924/SAMSUNG-MZ7PC256HAFU-000H1
SSD,,OCZ,AGILITY4 512GB,676,65.8,117,https://ssd.userbenchmark.com/SpeedTest/11959/OCZ-AGILITY4
SSD,CT120M500SSD1,Crucial,M500 120GB,677,65.8,9632,https://ssd.userbenchmark.com/Crucial-M500-120GB/Rating/1888
SSD,,Toshiba,THNSNF128GMCS 128GB,678,65.7,861,https://ssd.userbenchmark.com/SpeedTest/1596/TOSHIBA-THNSNF128GMCS
SSD,OCZSSDPX-1RVD0240,OCZ,RevoDrive PCIe 240GB,679,65.7,98,https://ssd.userbenchmark.com/SpeedTest/3328/OCZ-REVODRIV
SSD,AS511S3-120GM-C,Adata,S511 120GB,680,65.4,546,https://ssd.userbenchmark.com/SpeedTest/4509/ADATA-SSD-S511-120GB
SSD,SUV400S37/120G,Kingston,SSDNow UV400 120GB,681,65.4,56674,https://ssd.userbenchmark.com/SpeedTest/137022/KINGSTON-SUV400S37120G
SSD,SSDMCEAC180B301,Intel,525 Series mSATA 180GB,682,65.4,37,https://ssd.userbenchmark.com/SpeedTest/14110/INTEL-SSDMCEAC180B3
SSD,,Apple,SM256E 251GB,683,65.4,527,https://ssd.userbenchmark.com/SpeedTest/1438/APPLE-SSD-SM256E
SSD,SD5SF2-128G,SanDisk,X100 mSATA 128GB,684,65.1,149,https://ssd.userbenchmark.com/SpeedTest/7539/SanDisk-SD5SF2128G
SSD,RVD3-FHPX4-120G,OCZ,RevoDrive 3 PCIe 120GB,685,65.1,505,https://ssd.userbenchmark.com/SpeedTest/3116/OCZ-REVODRIVE3
SSD,SKC300S37A/60G,Kingston,SSDNow KC300 60GB,686,65,477,https://ssd.userbenchmark.com/SpeedTest/8566/KINGSTON-SKC300S37A60G
SSD,,Apple,SM512E 500GB,687,64.9,391,https://ssd.userbenchmark.com/SpeedTest/2941/APPLE-SSD-SM512E
SSD,,Geil,Zenith S3 120GB,688,64.8,174,https://ssd.userbenchmark.com/SpeedTest/18730/GeIL-ZENITH-S3-120GB
SSD,,Samsung,PM830 mSATA 256GB,689,64.7,5668,https://ssd.userbenchmark.com/SpeedTest/3903/SAMSUNG-SSD-PM830-mSATA-256GB
SSD,THNSNS128GMCP,Toshiba,THNSNS Series mSATA PCI-E 128GB ,690,64.7,531,https://ssd.userbenchmark.com/SpeedTest/3823/TOSHIBA-THNSNS128GMCP
SSD,,Goodram,C50 240GB,691,64.7,29,https://ssd.userbenchmark.com/SpeedTest/7031/GOODRAM-C50
SSD,,,HFS256G3AMNB-2200A 256GB,692,64.6,1079,https://ssd.userbenchmark.com/SpeedTest/4739/HFS256G3AMNB-2200A
SSD,,Toshiba,THNSNF256GMCS 256GB,693,64.5,634,https://ssd.userbenchmark.com/SpeedTest/5493/TOSHIBA-THNSNF256GMCS
SSD,PX-64M5M,Plextor,M5M mSATA 64GB,694,64.4,71,https://ssd.userbenchmark.com/SpeedTest/1638/PLEXTOR-PX-64M5M
SSD,PP240GS25SSDR,Patriot,Pyro 240GB,695,64.4,331,https://ssd.userbenchmark.com/SpeedTest/9501/Patriot-Pyro-SSD
SSD,,Liteonit,LMT-128M3M 128GB,696,64.3,445,https://ssd.userbenchmark.com/SpeedTest/3187/LITEONIT-LMT-128M3M
SSD,,,MXSSD3MDSF-120G 120GB,697,64.2,5,https://ssd.userbenchmark.com/SpeedTest/10325/MXSSD3MDSF-120G
SSD,,PNY,SSD2SC120GE2DA08B-T 120GB,698,64.1,75,https://ssd.userbenchmark.com/SpeedTest/6740/SSD2SC120GE2DA08B-T
SSD,ASU650SS-120GT-C,Adata,SU650 120GB,699,64,21250,https://ssd.userbenchmark.com/SpeedTest/359434/ADATA-SU650
SSD,MKNSSDCR120GB,Mushkin,Chronos 120GB,700,64,768,https://ssd.userbenchmark.com/SpeedTest/3690/MKNSSDCR120GB
SSD,,Samsung,MZ7TE128HMGR-000L1 128GB,701,63.9,2815,https://ssd.userbenchmark.com/SpeedTest/9061/SAMSUNG-MZ7TE128HMGR-000L1
SSD,SD6SB1M-064G,SanDisk,X110 64GB,702,63.9,534,https://ssd.userbenchmark.com/SpeedTest/8361/SanDisk-SD6SB1M064G
SSD,RVD3-FHPX4-240G,OCZ,RevoDrive 3 PCIe 240GB,703,63.9,373,https://ssd.userbenchmark.com/SpeedTest/1346/OCZ-REVODRIVE3
SSD,,OCZ,VERTEX3 90GB,704,63.8,794,https://ssd.userbenchmark.com/SpeedTest/1586/OCZ-VERTEX3
SSD,SHFS37A/120G,HyperX,Fury 120GB,705,63.6,5791,https://ssd.userbenchmark.com/HyperX-Fury-120GB/Rating/2586
SSD,,Adata,SX910 128GB,706,63.5,278,https://ssd.userbenchmark.com/SpeedTest/444/ADATA-SX910
SSD,CSSD-F90GBGT-BK,Corsair,Force GT 90GB,707,63.5,583,https://ssd.userbenchmark.com/SpeedTest/2377/Corsair-Force-GT
SSD,,Mushkin,MKNSSDCR120GB-MX 120GB,708,63.4,176,https://ssd.userbenchmark.com/SpeedTest/1448/MKNSSDCR120GB-MX
SSD,TS128GSSD720,Transcend,SSD720 128GB,709,63.4,366,https://ssd.userbenchmark.com/SpeedTest/8724/TS128GSSD720
SSD,TL100-25SAT3-240G,Toshiba,OCZ TL100 240GB,710,63.4,6319,https://ssd.userbenchmark.com/SpeedTest/182236/TOSHIBA-TL100
SSD,,Goodram,C100 120GB,711,63.2,272,https://ssd.userbenchmark.com/SpeedTest/5675/GOODRAM-C100
SSD,SSDSC2BB120G4,Intel,S3500 Series 120GB,712,63.2,358,https://ssd.userbenchmark.com/SpeedTest/10755/INTEL-SSDSC2BB120G4
SSD,MZ-7PC128B/WW,Samsung,830 128GB,713,63.1,23689,https://ssd.userbenchmark.com/Samsung-830-128GB/Rating/1926
SSD,PT240GS25SSDR,Patriot,Torch 240GB,714,63,37,https://ssd.userbenchmark.com/SpeedTest/18783/Patriot-Torch
SSD,,Sandisk,SD5SG2256G1052E 256GB,715,63,499,https://ssd.userbenchmark.com/SpeedTest/2816/SanDisk-SD5SG2256G1052E
SSD,MKNSSDEC120GB,Mushkin,ECO2 120GB,716,62.9,236,https://ssd.userbenchmark.com/SpeedTest/24915/MKNSSDEC120GB
SSD,SV300S37A/240G,Kingston,SSDNow V300 240GB,717,62.8,118205,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-240GB/Rating/1817
SSD,,Adata,SX300 256GB,718,62.8,90,https://ssd.userbenchmark.com/SpeedTest/3900/ADATA-SX300
SSD,,Samsung,MZMTE256HMHP-000L1 256GB,719,62.8,898,https://ssd.userbenchmark.com/SpeedTest/12653/SAMSUNG-MZMTE256HMHP-000L1
SSD,,Samsung,MZ7TD512HAGM-000L1 512GB,720,62.8,437,https://ssd.userbenchmark.com/SpeedTest/3479/SAMSUNG-MZ7TD512HAGM-000L1
SSD,,Samsung,MZNTD512HAGL-000L1 512GB,721,62.6,170,https://ssd.userbenchmark.com/SpeedTest/6200/SAMSUNG-MZNTD512HAGL-000L1
SSD,,Samsung,PM841 2.5" 256GB,722,62.4,944,https://ssd.userbenchmark.com/SpeedTest/5077/SAMSUNG-SSD-PM841-25--7
SSD,TRN100-25SAT3-120G,OCZ,Trion 100 120GB,723,62.4,2896,https://ssd.userbenchmark.com/SpeedTest/32000/OCZ-TRION100
SSD,PPSE120GS25SSDR,Patriot,Pyro SE 120GB,724,62.2,316,https://ssd.userbenchmark.com/Patriot-Pyro-SE-120GB/Rating/2233
SSD,SSDSCKGF180A4L,Intel,SSD Pro 1500 Series 180GB,725,62.2,156,https://ssd.userbenchmark.com/SpeedTest/6511/INTEL-SSDSCKGF180A4L
SSD,SA400S37/240G,Kingston,A400 240GB,726,62.2,164457,https://ssd.userbenchmark.com/Kingston-A400-240GB/Rating/3953
SSD,,OCZ,VERTEX2 240GB,727,62.2,7,https://ssd.userbenchmark.com/SpeedTest/127/OCZ-VERTEX2
SSD,,Samsung,MZ7TD256HAFV-000L7 256GB,728,62,4270,https://ssd.userbenchmark.com/SpeedTest/2342/SAMSUNG-MZ7TD256HAFV-000L7
SSD,,Apple,SD512E 500GB,729,62,183,https://ssd.userbenchmark.com/SpeedTest/6934/APPLE-SSD-SD512E
SSD,CT240BX500SSD1,Crucial,BX500 240GB,730,62,47823,https://ssd.userbenchmark.com/SpeedTest/578496/CT240BX500SSD1
SSD,SSDSC2CW480A3,Intel,520 Series 480GB,731,62,947,https://ssd.userbenchmark.com/SpeedTest/9939/INTEL-SSDSC2CW480A3
SSD,PB240GS25SSDR,Patriot,Blaze 240GB,732,62,1000,https://ssd.userbenchmark.com/SpeedTest/19971/Patriot-Blaze
SSD,SSDSC2CW060A3,Intel,520 Series 60GB,733,61.9,789,https://ssd.userbenchmark.com/SpeedTest/7251/INTEL-SSDSC2CW060A3
SSD,2DP97AA#ABC,HP,S700 120GB,734,61.9,2345,https://ssd.userbenchmark.com/SpeedTest/307263/HP-SSD-S700-120GB
SSD,,Kingston,SKC100S3120G 120GB,735,61.6,197,https://ssd.userbenchmark.com/SpeedTest/5074/KINGSTON-SKC100S3120G
SSD,SD8SBAT-128G-1122,SanDisk,Z400s 128GB,736,61.6,6547,https://ssd.userbenchmark.com/SpeedTest/34216/SanDisk-SD8SBAT128G1122
SSD,,Apple,SM768E 751GB,737,61.5,139,https://ssd.userbenchmark.com/SpeedTest/4350/APPLE-SSD-SM768E
SSD,MZ7PC128HAFU,Samsung,PM830 128GB,738,61.4,7656,https://ssd.userbenchmark.com/SpeedTest/3368/SAMSUNG-MZ7PC128HAFU-000H1
SSD,,Samsung,MZNTD256HAGL-00000 256GB,739,61.4,937,https://ssd.userbenchmark.com/SpeedTest/396/SAMSUNG-MZNTD256HAGL-00000
SSD,,Intel,SS DSC2BW180A3H 180GB,740,61.1,40,https://ssd.userbenchmark.com/SpeedTest/9583/INTEL-SS-DSC2BW180A3H
SSD,,Apple,SM128E 121GB,741,61,195,https://ssd.userbenchmark.com/SpeedTest/8955/APPLE-SSD-SM128E
SSD,,Samsung,MZMTE256HMHP-000MV 256GB,742,61,2001,https://ssd.userbenchmark.com/SpeedTest/12210/SAMSUNG-MZMTE256HMHP-000MV
SSD,CT256M4SSD2,Crucial,M4 256GB,743,61,12523,https://ssd.userbenchmark.com/Crucial-M4-256GB/Rating/372
SSD,SA400S37/120G,Kingston,A400 120GB,744,60.7,92883,https://ssd.userbenchmark.com/SpeedTest/229920/KINGSTON-SA400S37120G
SSD,PP120GS25SSDR,Patriot,Pyro 120GB,745,60.6,121,https://ssd.userbenchmark.com/Patriot-Pyro-120GB/Rating/2234
SSD,SDSSDA-240G-G25,SanDisk,SSD Plus 240GB,746,60.5,87550,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,SDSSDA-240G-G26,SanDisk,SSD Plus 240GB,746,60.5,87550,https://ssd.userbenchmark.com/SpeedTest/25612/SanDisk-SDSSDA240G
SSD,,Kingston,SVP100S296G 96GB,747,60.4,9,https://ssd.userbenchmark.com/SpeedTest/2336/KINGSTON-SVP100S296G
SSD,SSDMCEAC120B301,Intel,525 Series mSATA 120GB,748,60.4,541,https://ssd.userbenchmark.com/SpeedTest/5314/INTEL-SSDMCEAC120B3
SSD,,Goodram,C40 240GB,749,60.2,401,https://ssd.userbenchmark.com/SpeedTest/13085/GOODRAM-C40
SSD,CSSD-F60GBGT-BK,Corsair,Force GT 60GB,750,60.2,1227,https://ssd.userbenchmark.com/SpeedTest/1231/Corsair-Force-GT
SSD,,Mushkin,MKNSSDAT240GB-DX 240GB,751,60.1,118,https://ssd.userbenchmark.com/SpeedTest/85/MKNSSDAT240GB-DX
SSD,MZ-7TD120BW,Samsung,840 120GB,752,60.1,35631,https://ssd.userbenchmark.com/Samsung-840-120GB/Rating/2263
SSD,SSDSC2BW480H601,Intel,535 Series 480GB,753,59.9,2101,https://ssd.userbenchmark.com/SpeedTest/29709/INTEL-SSDSC2BW480H6
SSD,,Spcc,Solid State Disk 120GB,754,59.9,14260,https://ssd.userbenchmark.com/SpeedTest/12061/SPCC-Solid-State-Disk
SSD,,Liteonit,DMT-80 11GB,755,59.9,244,https://ssd.userbenchmark.com/SpeedTest/5740/LITEONIT-DMT-80
SSD,,Adata,SP600 64GB,756,59.9,513,https://ssd.userbenchmark.com/SpeedTest/6806/ADATA-SP600
SSD,TL100-25SAT3-120G,Toshiba,OCZ TL100 120GB,757,59.7,1433,https://ssd.userbenchmark.com/SpeedTest/184159/TOSHIBA-TL100
SSD,,Samsung,MZMTD512HAGL-00000 512GB,758,59.6,378,https://ssd.userbenchmark.com/SpeedTest/298/SAMSUNG-MZMTD512HAGL-00000
SSD,CSSD-F480GBGS-BK,Corsair,Force GS 480GB,759,59.6,436,https://ssd.userbenchmark.com/SpeedTest/7580/Corsair-Force-GS
SSD,CT120M500SSD3,Crucial,M500 mSATA 120GB,760,59.5,767,https://ssd.userbenchmark.com/SpeedTest/6146/Crucial-CT120M500SSD3
SSD,,Mushkin,MKNSSDAT120GB-DX 120GB,761,59.1,192,https://ssd.userbenchmark.com/SpeedTest/6436/MKNSSDAT120GB-DX
SSD,SSDSC2BF120A5,Intel,SSD Pro 2500 Series 120GB,762,59.1,123,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,SSDSC2BF120H501,Intel,SSD Pro 2500 Series 120GB,762,59.1,123,https://ssd.userbenchmark.com/SpeedTest/23404/INTEL-SSDSC2BF120A5
SSD,CT120BX500SSD1,Crucial,BX500 120GB,763,59,16400,https://ssd.userbenchmark.com/SpeedTest/576784/CT120BX500SSD1
SSD,ASX900S3-512GM-C,Adata,XPG SX900 512GB,764,58.9,1073,https://ssd.userbenchmark.com/SpeedTest/5993/ADATA-SX900
SSD,SH103S3/480G,Kingston,HyperX 3K 480GB,765,58.9,1207,https://ssd.userbenchmark.com/SpeedTest/8665/KINGSTON-KINGSTON-SH103S3
SSD,,OCZ,VERTEX3 60GB,766,58.9,2967,https://ssd.userbenchmark.com/SpeedTest/1912/OCZ-VERTEX3
SSD,CT128M4SSD2,Crucial,M4 128GB,767,58.8,24420,https://ssd.userbenchmark.com/Crucial-M4-128GB/Rating/1929
SSD,CT256M4SSD3,Crucial,M4 256GB mSATA,768,58.8,19,https://ssd.userbenchmark.com/SpeedTest/5098/M4-CT256-M4-CT256M4SSD3
SSD,SH103S3/90G,Kingston,HyperX 3K 90GB,769,58.7,352,https://ssd.userbenchmark.com/SpeedTest/3217/KINGSTON-SH103S390G
SSD,,Samsung,MZMTE256HMHP-000SO 256GB,770,58.6,22,https://ssd.userbenchmark.com/SpeedTest/12855/SAMSUNG-MZMTE256HMHP-000SO
SSD,SD8SNAT-128G,SanDisk,X400s SATA M.2 128GB,771,58.6,33,https://ssd.userbenchmark.com/SpeedTest/33396/SanDisk-SD8SNAT128G
SSD,VTX3-25SAT3-480G,OCZ,Vertex 3 480GB,772,58.3,134,https://ssd.userbenchmark.com/SpeedTest/4908/OCZ-VERTEX3
SSD,SDSSDA-120G-G25,SanDisk,SSD Plus 120GB,773,57.9,62631,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,SDSSDA-120G-G26,SanDisk,SSD Plus 120GB,773,57.9,62631,https://ssd.userbenchmark.com/SpeedTest/24452/SanDisk-SDSSDA120G
SSD,SDSSDX-480G-G25,SanDisk,Extreme 480GB,774,57.9,867,https://ssd.userbenchmark.com/SpeedTest/9517/SanDisk-SDSSDX48
SSD,,Samsung,MZMTD256HAGM-000L1 256GB,775,57.9,791,https://ssd.userbenchmark.com/SpeedTest/505/SAMSUNG-MZMTD256HAGM-000L1
SSD,,Intel,510 Series 250GB,776,57.7,592,https://ssd.userbenchmark.com/SpeedTest/2447/INTEL-SSDSC2MH250A2
SSD,SSDSCMMW240A3L,Intel,521 Series 240GB,777,57.5,418,https://ssd.userbenchmark.com/SpeedTest/6283/INTEL-SSDSCMMW240A3L
SSD,,PNY,SSD2SC120G5LC709B121-510 120GB,778,57.3,245,https://ssd.userbenchmark.com/SpeedTest/11896/SSD2SC120G5LC709B121-510
SSD,SDSSDA-960G-G25,SanDisk,SSD Plus 960GB,779,57.3,1522,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,SDSSDA-960G-G26,SanDisk,SSD Plus 960GB,779,57.3,1522,https://ssd.userbenchmark.com/SpeedTest/206516/SanDisk-SDSSDA960G
SSD,,PNY,XLR8 Pro 480GB,780,57.3,14,https://ssd.userbenchmark.com/SpeedTest/23219/SSD2SC480GC4DA16T-T
SSD,,Team,XS3 SSD 120GB,781,57.2,188,https://ssd.userbenchmark.com/SpeedTest/7195/TEAM-XS3--SSD
SSD,,Intel,SSDMCEAW120A4 120GB,782,57,138,https://ssd.userbenchmark.com/SpeedTest/8790/INTEL-SSDMCEAW120A4
SSD,TS128GMSA340,Transcend,MSA340 mSATA 128GB,783,56.9,18,https://ssd.userbenchmark.com/SpeedTest/20186/TS128GMSA340
SSD,SKC300S37A/480G,Kingston,SSDNow KC300 480GB,784,56.9,472,https://ssd.userbenchmark.com/SpeedTest/13063/KINGSTON-SKC300S37A480G
SSD,CTFDDAC256MAG,Crucial,RealSSD C300 256GB,785,56.9,485,https://ssd.userbenchmark.com/Crucial-RealSSD-C300-256GB/Rating/370
SSD,,Kingston,RBU-SMS100S3128GA 128GB,786,56.9,252,https://ssd.userbenchmark.com/SpeedTest/10832/KINGSTON-RBU-SMS100S3128GA
SSD,,Intel,SSDSC2CT080A4 80GB,787,56.9,276,https://ssd.userbenchmark.com/SpeedTest/6435/INTEL-SSDSC2CT080A4
SSD,CSSD-F480GBGT-BK,Corsair,Force GT 480GB,788,56.6,184,https://ssd.userbenchmark.com/SpeedTest/12025/Corsair-Force-GT
SSD,SSDSC2CT060A3,Intel,330 Series 60GB,789,56.5,1740,https://ssd.userbenchmark.com/SpeedTest/2796/INTEL-SSDSC2CT060A3
SSD,,Samsung,MZMPC256HBGJ-000H1 256GB,790,56.2,415,https://ssd.userbenchmark.com/SpeedTest/2935/SAMSUNG-MZMPC256HBGJ-000H1
SSD,,Toshiba,THNSNS064GMCP 64GB,791,56.2,59,https://ssd.userbenchmark.com/SpeedTest/11198/TOSHIBA-THNSNS064GMCP
SSD,,Liteonit,LMT-19nmBGA-64G 64GB,792,56.2,107,https://ssd.userbenchmark.com/SpeedTest/7220/LITEONIT-LMT-19nmBGA-64G
SSD,,Samsung,PM830 64GB,793,56,23,https://ssd.userbenchmark.com/SpeedTest/3969/SAMSUNG-SSD-PM83
SSD,CSSD-F360GBGS-BK,Corsair,Force GS 360GB,794,55.8,390,https://ssd.userbenchmark.com/SpeedTest/6890/Corsair-Force-GS
SSD,CSSD-N64GB3-BK,Corsair,Neutron 64GB,795,55.7,171,https://ssd.userbenchmark.com/SpeedTest/4447/Corsair-Neutron-SSD
SSD,,Samsung,MZ7TD128HAFV-000L1 128GB,796,55.7,2540,https://ssd.userbenchmark.com/SpeedTest/2753/SAMSUNG-MZ7TD128HAFV-000L1
SSD,,Adata,SX300 128GB,797,55.4,201,https://ssd.userbenchmark.com/SpeedTest/4472/ADATA-SX300
SSD,C400-MTFDDAK128MAM,Micron,C400 RealSSD 128GB,798,55.2,7030,https://ssd.userbenchmark.com/SpeedTest/4661/C400-MTFDDAK128MAM
SSD,ASX900S3-64GM-C,Adata,XPG SX900 64GB,799,55.1,496,https://ssd.userbenchmark.com/SpeedTest/3799/ADATA-SX900
SSD,MKNSSDCR480GB-DX,Mushkin,Chronos Deluxe 480GB,800,55,81,https://ssd.userbenchmark.com/SpeedTest/7111/MKNSSDCR480GB-DX
SSD,MZMTE128HMGR-00000,Samsung,PM851 mSATA 128GB,801,54.9,1914,https://ssd.userbenchmark.com/SpeedTest/13404/SAMSUNG-MZMTE128HMGR-000
SSD,CSSD-F60GBLS,Corsair,Force LS 60GB,802,54.8,2331,https://ssd.userbenchmark.com/SpeedTest/4499/Corsair-Force-LS-SSD
SSD,,Samsung,MZMPC128HBFU-000L1 128GB,803,54.8,1081,https://ssd.userbenchmark.com/SpeedTest/157/SAMSUNG-MZMPC128HBFU-000L1
SSD,SV310S37A/960G,Kingston,SSDNow V310 960GB,804,54.7,132,https://ssd.userbenchmark.com/SpeedTest/15065/KINGSTON-SV310S37A960G
SSD,TS64GSSD370,Transcend,SSD370 64GB,805,54.6,288,https://ssd.userbenchmark.com/SpeedTest/17734/TS64GSSD370
SSD,C400-MTFDDAK256MAM,Micron,C400 RealSSD 256GB,806,54.5,5839,https://ssd.userbenchmark.com/SpeedTest/5949/C400-MTFDDAK256MAM
SSD,SV300S37A/120G,Kingston,SSDNow V300 120GB,807,54,246328,https://ssd.userbenchmark.com/Kingston-SSDNow-V300-120GB/Rating/1892
SSD,CT128M4SSD3,Crucial,M4 128GB mSATA,808,54,323,https://ssd.userbenchmark.com/SpeedTest/6566/M4-CT128M4SSD3
SSD,TS128GMSA720,Transcend,MSA720 mSATA 128GB,809,53.9,109,https://ssd.userbenchmark.com/SpeedTest/18688/TS128GMSA720
SSD,ASP900S3-064GM-C,Adata,SP900 64GB,810,53.9,294,https://ssd.userbenchmark.com/SpeedTest/1593/ADATA-SP900
SSD,TS64GMSA370,Transcend,MSA370 mSATA 64GB,811,53.9,87,https://ssd.userbenchmark.com/SpeedTest/23905/TS64GMSA370
SSD,,Crucial,C300-CTFDDAC128MAG 128GB,812,53.9,1758,https://ssd.userbenchmark.com/SpeedTest/3591/C300-CTFDDAC128MAG
SSD,CT064M4SSD2,Crucial,M4 64GB,813,53.8,3306,https://ssd.userbenchmark.com/SpeedTest/1215/M4-CT064M4SSD2
SSD,,Team,L3 SSD 120GB,814,53.7,722,https://ssd.userbenchmark.com/SpeedTest/9314/TEAM-L3-SSD-120GB
SSD,SMS200S3/60G,Kingston,SSDNow mS200 mSATA 60GB,815,53.7,203,https://ssd.userbenchmark.com/SpeedTest/5751/KINGSTON-SMS200S360G
SSD,WDS120G1G0A,WD,Green 120GB (2016),816,53.6,16438,https://ssd.userbenchmark.com/SpeedTest/201586/WDC-WDS120G1G0A-00SS50
SSD,,Samsung,PM830 mSATA 128GB,817,53.6,526,https://ssd.userbenchmark.com/SpeedTest/5211/SAMSUNG-SSD-PM830-mSATA-128GB
